TweetID,Date,Month,DayOfWeek,Hour,Topic,Hashtag,Sentiment,SentimentScore,Language,Device,Source,Likes,Retweets,Replies,Impressions,Verified,FollowerCount
TW100511,2023-04-13,Apr 2023,Thursday,8,Technology,#MachineLearning,Negative,-0.923,English,Mobile,Twitter Web,0,0,0,185,1,1168
TW100512,2023-05-18,May 2023,Thursday,19,Technology,#ChatGPT,Positive,0.652,French,Mobile,iPhone,110,11,9,1597,0,665
TW100513,2023-09-10,Sep 2023,Sunday,9,Music,#Playlist,Positive,0.159,Spanish,Desktop,Android,10,2,2,815,0,120
TW100514,2023-08-06,Aug 2023,Sunday,21,Gaming,#Gaming,Negative,-0.854,English,Mobile,Android,87,16,12,556,0,2016
TW100515,2023-09-26,Sep 2023,Tuesday,12,Music,#NewSong,Neutral,-0.056,Portuguese,Mobile,Twitter Web,4,1,0,700,0,365
TW100516,2023-08-11,Aug 2023,Friday,17,Sports,#Football,Positive,0.757,French,Mobile,TweetDeck,36,8,4,434,0,1201
TW100517,2023-11-05,Nov 2023,Sunday,12,Music,#Spotify,Negative,-0.913,English,Mobile,iPhone,19,6,2,692,1,1471
TW100518,2023-09-30,Sep 2023,Saturday,7,Food,#Restaurant,Positive,0.552,English,Web,Twitter Web,12,4,2,238,0,666
TW100519,2023-08-28,Aug 2023,Monday,13,Economy,#Stock,Neutral,0.004,English,Mobile,Twitter Web,40,15,4,72,1,347
TW100520,2023-07-18,Jul 2023,Tuesday,10,Climate,#Green,Positive,0.65,English,Web,Android,9,1,1,79,0,106
TW100521,2023-09-06,Sep 2023,Wednesday,15,Health,#Covid,Neutral,-0.015,English,Mobile,TweetDeck,53,18,3,1472,0,1446
TW100522,2023-01-31,Jan 2023,Tuesday,17,Movies,#Review,Negative,-0.892,English,Web,TweetDeck,32,7,6,1180,0,1745
TW100523,2023-07-26,Jul 2023,Wednesday,23,Fashion,#Style,Negative,-0.771,English,Mobile,Android,53,20,9,251,0,1274
TW100524,2023-03-11,Mar 2023,Saturday,4,Music,#Music,Positive,0.419,Hindi,Mobile,TweetDeck,4,0,0,331,0,131
TW100525,2023-07-21,Jul 2023,Friday,4,Health,#Fitness,Positive,0.893,Hindi,Mobile,Twitter Web,245,72,14,317,0,701
TW100526,2023-02-25,Feb 2023,Saturday,10,Technology,#AI,Neutral,0.031,English,API,Android,0,0,0,1130,0,1019
TW100527,2023-03-02,Mar 2023,Thursday,0,Gaming,#Gaming,Negative,-0.602,Hindi,Mobile,iPhone,37,9,4,82,0,450
TW100528,2023-07-11,Jul 2023,Tuesday,9,Economy,#Inflation,Negative,-0.826,English,Desktop,iPhone,22,5,4,35,0,269
TW100529,2023-02-01,Feb 2023,Wednesday,10,Food,#Food,Negative,-0.135,English,Mobile,iPhone,147,49,34,196,1,504
TW100530,2023-01-17,Jan 2023,Tuesday,15,Economy,#Finance,Positive,0.112,English,Mobile,Twitter Web,56,18,9,518,0,184
TW100531,2023-03-22,Mar 2023,Wednesday,20,Entertainment,#Series,Negative,-0.341,Spanish,Web,iPhone,9,2,1,108,0,865
TW100532,2023-12-30,Dec 2023,Saturday,21,Fashion,#OOTD,Negative,-0.385,English,Mobile,iPhone,5,1,0,575,0,4350
TW100533,2023-08-30,Aug 2023,Wednesday,13,Health,#Wellness,Negative,-0.47,English,Desktop,iPhone,12,3,0,101,0,63
TW100534,2023-05-14,May 2023,Sunday,23,Sports,#NBA,Positive,0.703,English,Mobile,Twitter Web,42,9,5,122,0,909
TW100535,2023-02-14,Feb 2023,Tuesday,14,Movies,#Review,Negative,-0.445,English,Mobile,Twitter Web,59,11,5,70,0,494
TW100536,2023-06-30,Jun 2023,Friday,11,Climate,#Sustainability,Positive,0.488,English,Web,iPhone,109,33,10,142,0,734
TW100537,2023-04-10,Apr 2023,Monday,3,Sports,#Football,Positive,0.785,French,Web,Android,70,27,14,923,0,123
TW100538,2023-05-02,May 2023,Tuesday,21,Climate,#Green,Neutral,0.099,Hindi,Mobile,iPhone,5,1,1,193,0,2451
TW100539,2023-11-29,Nov 2023,Wednesday,0,Food,#Food,Positive,0.624,French,Desktop,Twitter Web,17,3,1,20,0,1100
TW100540,2023-03-18,Mar 2023,Saturday,23,Movies,#Oscars,Negative,-0.268,English,Mobile,Twitter Web,2,0,0,1050,0,1647
TW100541,2023-07-08,Jul 2023,Saturday,0,Gaming,#Minecraft,Neutral,0.067,French,Mobile,iPhone,28,4,5,391,0,1572
TW100542,2023-09-17,Sep 2023,Sunday,9,Movies,#BoxOffice,Neutral,-0.032,Hindi,Mobile,iPhone,10,3,2,335,0,1546
TW100543,2023-08-06,Aug 2023,Sunday,15,Sports,#Cricket,Positive,0.485,Hindi,API,Buffer,77,24,8,935,0,127
TW100544,2023-03-26,Mar 2023,Sunday,16,Economy,#Bitcoin,Negative,-0.135,French,Desktop,iPhone,62,20,8,689,0,291
TW100545,2023-11-03,Nov 2023,Friday,23,Entertainment,#Bollywood,Negative,-0.524,English,Web,Android,29,6,2,354,0,996
TW100546,2023-09-25,Sep 2023,Monday,3,Health,#Wellness,Negative,-0.328,French,Mobile,TweetDeck,1,0,0,80,0,1253
TW100547,2023-10-02,Oct 2023,Monday,11,Fashion,#Designer,Negative,-0.452,Spanish,Web,Twitter Web,20,4,1,870,0,1832
TW100548,2023-06-26,Jun 2023,Monday,0,Fashion,#Style,Neutral,0.057,French,Desktop,Android,3,0,0,96,1,1836
TW100549,2023-12-02,Dec 2023,Saturday,16,Health,#Health,Positive,0.388,English,Mobile,iPhone,116,25,11,297,1,3260
TW100550,2023-09-25,Sep 2023,Monday,12,Gaming,#Gaming,Negative,-0.481,Spanish,Mobile,Twitter Web,13,1,1,59,0,393
TW100551,2023-11-19,Nov 2023,Sunday,16,Sports,#FIFA,Neutral,-0.067,Hindi,Mobile,iPhone,8,1,1,152,0,223
TW100552,2023-06-27,Jun 2023,Tuesday,6,Music,#Concert,Negative,-0.859,French,Web,TweetDeck,49,7,3,638,0,1844
TW100553,2023-03-14,Mar 2023,Tuesday,17,Climate,#ClimateChange,Negative,-0.123,English,Web,TweetDeck,16,5,1,194,0,862
TW100554,2023-03-18,Mar 2023,Saturday,16,Technology,#AI,Neutral,0.049,English,Desktop,Android,14,3,0,730,0,1269
TW100555,2023-05-27,May 2023,Saturday,4,Movies,#Oscars,Negative,-0.103,Hindi,Desktop,Twitter Web,16,4,1,162,0,821
TW100556,2023-12-05,Dec 2023,Tuesday,22,Gaming,#Minecraft,Positive,0.15,English,Mobile,iPhone,19,4,2,435,0,2555
TW100557,2023-01-19,Jan 2023,Thursday,7,Sports,#Cricket,Negative,-0.512,English,Web,TweetDeck,4,0,0,1356,0,3208
TW100558,2023-12-02,Dec 2023,Saturday,17,Music,#Concert,Neutral,-0.04,French,Mobile,Twitter Web,1,0,0,665,0,187
TW100559,2023-10-25,Oct 2023,Wednesday,17,Food,#Food,Positive,0.965,English,Mobile,TweetDeck,110,28,17,553,1,218
TW100560,2023-10-26,Oct 2023,Thursday,21,Gaming,#Minecraft,Negative,-0.577,French,API,Android,46,16,8,206,0,392
TW100561,2023-07-21,Jul 2023,Friday,6,Movies,#Oscars,Positive,0.358,Hindi,Web,Android,134,38,14,508,0,418
TW100562,2023-01-21,Jan 2023,Saturday,11,Economy,#Economy,Negative,-0.23,English,Mobile,Buffer,27,10,2,79,0,313
TW100563,2023-08-22,Aug 2023,Tuesday,18,Gaming,#Esports,Negative,-0.626,English,Mobile,Buffer,8,2,1,136,0,564
TW100564,2023-02-28,Feb 2023,Tuesday,2,Gaming,#Minecraft,Positive,0.601,Hindi,Web,iPhone,49,18,7,628,1,2884
TW100565,2023-01-25,Jan 2023,Wednesday,13,Food,#Restaurant,Negative,-0.655,English,Mobile,TweetDeck,5,1,0,588,0,269
TW100566,2023-04-21,Apr 2023,Friday,7,Sports,#Football,Positive,0.811,Hindi,Desktop,Android,6,0,0,598,0,145
TW100567,2023-11-29,Nov 2023,Wednesday,17,Movies,#Movies,Positive,0.265,French,Mobile,iPhone,0,0,0,234,0,442
TW100568,2023-03-05,Mar 2023,Sunday,5,Health,#Wellness,Negative,-0.65,Spanish,Mobile,Twitter Web,61,6,8,126,0,611
TW100569,2023-01-31,Jan 2023,Tuesday,19,Technology,#ChatGPT,Negative,-0.279,French,Mobile,Android,11,2,0,350,0,659
TW100570,2023-01-21,Jan 2023,Saturday,22,Health,#MentalHealth,Negative,-0.737,English,Mobile,Twitter Web,42,10,2,185,0,677
TW100571,2023-05-19,May 2023,Friday,6,Fashion,#OOTD,Negative,-0.903,English,Web,Twitter Web,43,10,6,515,0,196
TW100572,2023-03-22,Mar 2023,Wednesday,14,Entertainment,#OTT,Positive,0.98,Hindi,Mobile,Twitter Web,4,0,0,195,0,129
TW100573,2023-10-07,Oct 2023,Saturday,1,Economy,#Inflation,Neutral,0.033,Hindi,Mobile,iPhone,35,13,8,779,1,65
TW100574,2023-12-24,Dec 2023,Sunday,11,Gaming,#PS5,Neutral,0.08,French,API,iPhone,21,5,2,2006,0,321
TW100575,2023-10-20,Oct 2023,Friday,12,Movies,#Oscars,Neutral,-0.096,English,Mobile,iPhone,0,0,0,264,0,223
TW100576,2023-01-08,Jan 2023,Sunday,10,Sports,#Olympics,Negative,-0.178,English,Mobile,TweetDeck,10,2,0,580,0,124
TW100577,2023-07-15,Jul 2023,Saturday,19,Politics,#Election,Negative,-0.944,Spanish,Web,Android,12,4,0,259,0,1182
TW100578,2023-03-19,Mar 2023,Sunday,9,Fashion,#Trends,Positive,0.751,French,Mobile,Android,25,4,5,158,0,1843
TW100579,2023-12-27,Dec 2023,Wednesday,20,Entertainment,#OTT,Negative,-0.66,Spanish,Mobile,iPhone,44,15,2,471,0,316
TW100580,2023-01-12,Jan 2023,Thursday,11,Economy,#Economy,Positive,0.524,English,Desktop,TweetDeck,5,1,1,158,0,136
TW100581,2023-11-15,Nov 2023,Wednesday,3,Music,#Playlist,Negative,-0.89,Hindi,Web,Android,6,1,0,983,1,186
TW100582,2023-03-07,Mar 2023,Tuesday,8,Climate,#Green,Positive,0.398,English,Desktop,iPhone,13,1,2,35,0,940
TW100583,2023-04-03,Apr 2023,Monday,9,Movies,#Movies,Positive,0.757,English,Mobile,iPhone,5,1,0,1503,0,274
TW100584,2023-09-19,Sep 2023,Tuesday,13,Entertainment,#Bollywood,Negative,-0.111,English,Desktop,iPhone,6,1,1,847,0,3087
TW100585,2023-04-25,Apr 2023,Tuesday,18,Food,#Food,Negative,-0.633,English,Web,Twitter Web,20,3,4,544,0,375
TW100586,2023-04-22,Apr 2023,Saturday,3,Sports,#FIFA,Positive,0.855,Portuguese,Web,Buffer,1,0,0,152,0,1506
TW100587,2023-07-16,Jul 2023,Sunday,18,Politics,#Policy,Negative,-0.367,Hindi,Mobile,Android,99,25,10,124,0,801
TW100588,2023-07-10,Jul 2023,Monday,19,Climate,#Green,Positive,0.816,Portuguese,Mobile,iPhone,38,13,2,1432,0,2039
TW100589,2023-09-29,Sep 2023,Friday,2,Economy,#Stock,Positive,0.717,Portuguese,Mobile,Android,32,6,3,38,1,965
TW100590,2023-12-26,Dec 2023,Tuesday,10,Food,#Foodie,Neutral,-0.099,English,Web,iPhone,4,1,0,49,0,5473
TW100591,2023-04-30,Apr 2023,Sunday,15,Gaming,#Gaming,Neutral,-0.024,Portuguese,Mobile,Android,30,6,3,116,0,873
TW100592,2023-02-04,Feb 2023,Saturday,19,Gaming,#Gaming,Negative,-0.858,Portuguese,Mobile,Twitter Web,8,1,0,182,1,2611
TW100593,2023-10-31,Oct 2023,Tuesday,14,Food,#Restaurant,Negative,-0.776,English,Web,Buffer,38,14,8,89,0,801
TW100594,2023-12-01,Dec 2023,Friday,4,Movies,#Oscars,Neutral,0.041,English,Mobile,Android,23,6,1,397,0,50
TW100595,2023-04-24,Apr 2023,Monday,17,Sports,#FIFA,Negative,-0.171,English,Mobile,Twitter Web,7,1,1,799,0,283
TW100596,2023-09-30,Sep 2023,Saturday,11,Movies,#Movies,Positive,0.637,English,Mobile,Android,32,11,1,192,0,945
TW100597,2023-05-02,May 2023,Tuesday,12,Health,#Wellness,Positive,0.124,English,Web,Android,67,16,9,253,0,25
TW100598,2023-04-24,Apr 2023,Monday,4,Sports,#NBA,Positive,0.164,French,Mobile,iPhone,3,0,0,590,0,1810
TW100599,2023-06-17,Jun 2023,Saturday,18,Movies,#BoxOffice,Negative,-0.312,English,Mobile,Android,21,3,1,441,0,542
TW100600,2023-03-23,Mar 2023,Thursday,6,Sports,#FIFA,Negative,-0.555,English,Web,Android,10,3,1,975,0,417
TW100601,2023-04-04,Apr 2023,Tuesday,12,Music,#Concert,Negative,-0.277,French,Mobile,TweetDeck,59,14,11,483,0,508
TW100602,2023-01-17,Jan 2023,Tuesday,5,Entertainment,#Bollywood,Neutral,-0.091,Hindi,Web,iPhone,2,0,0,1059,0,630
TW100603,2023-09-29,Sep 2023,Friday,23,Food,#Foodie,Negative,-0.525,French,Mobile,Twitter Web,53,10,12,317,0,265
TW100604,2023-12-14,Dec 2023,Thursday,1,Economy,#Economy,Negative,-0.477,Spanish,Web,iPhone,5,1,0,680,0,257
TW100605,2023-08-31,Aug 2023,Thursday,11,Sports,#FIFA,Positive,0.362,English,Web,iPhone,88,23,16,607,0,931
TW100606,2023-03-24,Mar 2023,Friday,22,Economy,#Bitcoin,Neutral,-0.037,English,Mobile,Twitter Web,6,1,1,228,0,773
TW100607,2023-05-14,May 2023,Sunday,19,Health,#Covid,Neutral,-0.073,English,Mobile,Android,8,3,0,300,1,383
TW100608,2023-05-11,May 2023,Thursday,15,Fashion,#Designer,Neutral,-0.1,English,Web,TweetDeck,8,2,0,598,0,221
TW100609,2023-02-01,Feb 2023,Wednesday,9,Fashion,#Trends,Positive,0.689,English,Mobile,iPhone,51,11,5,115,0,1168
TW100610,2023-03-21,Mar 2023,Tuesday,0,Gaming,#PS5,Positive,0.444,Hindi,Mobile,Twitter Web,29,11,2,514,0,1358
TW100611,2023-09-27,Sep 2023,Wednesday,19,Gaming,#Xbox,Positive,0.15,Portuguese,Mobile,Android,47,18,3,65,0,2065
TW100612,2023-10-30,Oct 2023,Monday,13,Movies,#Cinema,Negative,-0.538,English,Mobile,Buffer,80,25,16,105,1,90
TW100613,2023-09-02,Sep 2023,Saturday,21,Gaming,#Esports,Neutral,0.011,French,Mobile,Android,8,1,0,1016,1,1093
TW100614,2023-09-30,Sep 2023,Saturday,20,Fashion,#Designer,Negative,-0.866,English,API,Buffer,64,15,14,79,1,611
TW100615,2023-11-28,Nov 2023,Tuesday,14,Climate,#COP28,Positive,0.972,Hindi,Mobile,Android,59,15,7,486,0,814
TW100616,2023-02-11,Feb 2023,Saturday,6,Music,#Playlist,Negative,-0.407,English,Desktop,Android,63,17,11,815,0,1692
TW100617,2023-08-28,Aug 2023,Monday,8,Health,#Covid,Positive,0.795,English,Web,Android,26,7,1,450,0,2277
TW100618,2023-11-04,Nov 2023,Saturday,1,Climate,#Green,Negative,-0.843,English,Mobile,Android,11,1,2,293,0,7287
TW100619,2023-12-04,Dec 2023,Monday,22,Economy,#Bitcoin,Negative,-0.577,English,Mobile,iPhone,43,15,4,311,0,1597
TW100620,2023-09-16,Sep 2023,Saturday,20,Sports,#Olympics,Neutral,-0.1,Hindi,Web,iPhone,39,4,4,257,0,1974
TW100621,2023-08-05,Aug 2023,Saturday,7,Movies,#Oscars,Neutral,-0.053,English,Web,TweetDeck,8,2,1,56,1,1423
TW100622,2023-03-01,Mar 2023,Wednesday,21,Climate,#Green,Positive,0.487,Hindi,API,Twitter Web,89,30,10,150,0,250
TW100623,2023-08-25,Aug 2023,Friday,12,Technology,#Python,Negative,-0.752,Spanish,Desktop,Android,27,7,5,276,0,685
TW100624,2023-07-18,Jul 2023,Tuesday,19,Gaming,#Gaming,Negative,-0.596,Spanish,Mobile,iPhone,15,2,2,232,0,169
TW100625,2023-10-02,Oct 2023,Monday,9,Politics,#Government,Negative,-0.943,French,Desktop,Buffer,0,0,0,12,0,789
TW100626,2023-01-31,Jan 2023,Tuesday,17,Sports,#FIFA,Positive,0.455,Hindi,Mobile,Android,117,46,28,1067,0,379
TW100627,2023-02-08,Feb 2023,Wednesday,7,Economy,#Inflation,Positive,0.157,English,Mobile,Twitter Web,0,0,0,235,0,851
TW100628,2023-03-27,Mar 2023,Monday,1,Food,#Food,Positive,0.555,Hindi,Web,TweetDeck,99,29,9,507,0,556
TW100629,2023-02-02,Feb 2023,Thursday,11,Movies,#Review,Neutral,0.073,Hindi,Desktop,Android,5,1,0,245,0,1095
TW100630,2023-07-07,Jul 2023,Friday,7,Gaming,#Xbox,Positive,0.172,English,Web,iPhone,30,6,7,248,0,339
TW100631,2023-09-11,Sep 2023,Monday,21,Sports,#FIFA,Positive,0.773,Spanish,Mobile,Twitter Web,71,17,16,615,0,1784
TW100632,2023-04-12,Apr 2023,Wednesday,4,Economy,#Economy,Neutral,-0.086,English,Web,iPhone,24,4,2,446,0,508
TW100633,2023-02-28,Feb 2023,Tuesday,19,Technology,#MachineLearning,Neutral,0.062,English,Web,Android,1,0,0,216,0,1075
TW100634,2023-10-06,Oct 2023,Friday,19,Sports,#Football,Negative,-0.679,English,Mobile,iPhone,12,4,1,493,0,147
TW100635,2023-04-03,Apr 2023,Monday,7,Politics,#Vote,Positive,0.791,Spanish,Mobile,Android,241,73,52,314,0,1098
TW100636,2023-06-04,Jun 2023,Sunday,15,Health,#MentalHealth,Positive,0.994,Hindi,Web,Twitter Web,22,6,2,43,1,1213
TW100637,2023-07-22,Jul 2023,Saturday,22,Economy,#Finance,Positive,0.7,English,Desktop,Twitter Web,3,0,0,756,0,1600
TW100638,2023-04-26,Apr 2023,Wednesday,20,Climate,#COP28,Positive,0.495,French,Mobile,TweetDeck,0,0,0,535,0,745
TW100639,2023-03-29,Mar 2023,Wednesday,13,Health,#MentalHealth,Positive,0.852,English,API,Android,46,6,6,136,0,12
TW100640,2023-01-03,Jan 2023,Tuesday,14,Climate,#Sustainability,Positive,0.201,Hindi,Mobile,TweetDeck,7,2,0,1292,0,467
TW100641,2023-12-11,Dec 2023,Monday,1,Technology,#AI,Neutral,-0.063,French,Mobile,Android,0,0,0,254,0,1889
TW100642,2023-01-09,Jan 2023,Monday,15,Food,#Food,Positive,0.427,English,Desktop,Android,19,2,2,21,0,1016
TW100643,2023-10-09,Oct 2023,Monday,16,Gaming,#PS5,Positive,0.846,Spanish,Web,TweetDeck,12,1,1,360,0,117
TW100644,2023-10-20,Oct 2023,Friday,3,Music,#Music,Positive,0.454,French,Mobile,Twitter Web,45,6,3,1957,0,113
TW100645,2023-09-11,Sep 2023,Monday,7,Economy,#Bitcoin,Negative,-0.164,English,Desktop,Android,11,2,1,995,0,242
TW100646,2023-01-28,Jan 2023,Saturday,4,Climate,#SaveEarth,Neutral,0.029,Hindi,Mobile,TweetDeck,0,0,0,194,0,416
TW100647,2023-08-11,Aug 2023,Friday,16,Economy,#Stock,Positive,0.16,English,Mobile,Twitter Web,54,14,10,423,0,935
TW100648,2023-01-20,Jan 2023,Friday,10,Economy,#Economy,Positive,0.674,Hindi,Mobile,Twitter Web,51,10,10,523,0,467
TW100649,2023-11-02,Nov 2023,Thursday,16,Sports,#Football,Neutral,-0.067,Hindi,Mobile,iPhone,6,1,0,361,0,827
TW100650,2023-03-02,Mar 2023,Thursday,13,Climate,#ClimateChange,Positive,0.358,English,Web,Android,17,4,2,433,0,1077
TW100651,2023-07-06,Jul 2023,Thursday,1,Technology,#AI,Positive,0.885,Hindi,Mobile,Twitter Web,79,10,12,89,0,121
TW100652,2023-07-18,Jul 2023,Tuesday,11,Health,#Fitness,Positive,0.732,English,Mobile,Twitter Web,1,0,0,430,0,156
TW100653,2023-10-01,Oct 2023,Sunday,10,Gaming,#PS5,Negative,-0.723,English,Web,Android,21,4,5,1312,0,378
TW100654,2023-09-02,Sep 2023,Saturday,7,Health,#Fitness,Positive,0.763,Portuguese,Web,iPhone,43,16,9,677,0,292
TW100655,2023-09-22,Sep 2023,Friday,0,Food,#Recipe,Positive,0.141,English,Mobile,iPhone,53,18,10,370,0,412
TW100656,2023-10-30,Oct 2023,Monday,9,Politics,#Democracy,Negative,-0.908,Spanish,Web,TweetDeck,48,5,6,53,0,719
TW100657,2023-02-26,Feb 2023,Sunday,23,Music,#Spotify,Negative,-0.684,Spanish,Mobile,Twitter Web,22,3,1,104,0,1667
TW100658,2023-11-12,Nov 2023,Sunday,11,Climate,#SaveEarth,Negative,-0.156,English,Mobile,Android,11,2,1,2134,0,507
TW100659,2023-06-09,Jun 2023,Friday,13,Technology,#AI,Neutral,0.038,French,Web,Twitter Web,17,6,1,382,0,1498
TW100660,2023-07-02,Jul 2023,Sunday,7,Technology,#Tech,Neutral,0.027,Spanish,Mobile,Buffer,11,3,0,93,0,522
TW100661,2023-08-24,Aug 2023,Thursday,8,Politics,#Democracy,Negative,-0.638,English,Mobile,iPhone,4,1,0,538,0,2707
TW100662,2023-12-21,Dec 2023,Thursday,16,Gaming,#Esports,Positive,0.794,English,Mobile,Android,7,1,0,15,0,222
TW100663,2023-05-16,May 2023,Tuesday,4,Movies,#Cinema,Negative,-0.344,English,Mobile,Android,3,0,0,638,0,4150
TW100664,2023-06-29,Jun 2023,Thursday,6,Entertainment,#Bollywood,Positive,0.951,Spanish,Desktop,iPhone,67,25,12,422,0,2081
TW100665,2023-04-20,Apr 2023,Thursday,10,Sports,#FIFA,Positive,0.668,Spanish,Desktop,Android,13,3,2,16,0,769
TW100666,2023-04-19,Apr 2023,Wednesday,11,Sports,#Olympics,Positive,0.901,English,Web,Android,15,5,3,257,0,128
TW100667,2023-06-05,Jun 2023,Monday,2,Sports,#NBA,Positive,0.726,Spanish,Mobile,iPhone,5,1,0,203,0,149
TW100668,2023-05-05,May 2023,Friday,19,Politics,#Vote,Negative,-0.706,English,Mobile,iPhone,30,5,3,736,0,4558
TW100669,2023-08-03,Aug 2023,Thursday,13,Gaming,#Esports,Positive,0.231,English,Web,Twitter Web,83,9,9,164,0,1131
TW100670,2023-11-30,Nov 2023,Thursday,15,Health,#Covid,Negative,-0.257,Spanish,API,Twitter Web,9,3,2,360,0,1317
TW100671,2023-02-11,Feb 2023,Saturday,2,Entertainment,#OTT,Neutral,-0.096,Spanish,API,Android,12,2,2,497,1,103
TW100672,2023-05-29,May 2023,Monday,4,Entertainment,#Hollywood,Neutral,-0.046,English,Mobile,iPhone,21,5,4,253,0,1232
TW100673,2023-06-30,Jun 2023,Friday,21,Music,#Spotify,Neutral,-0.014,Spanish,Mobile,Twitter Web,19,3,4,478,1,1406
TW100674,2023-07-26,Jul 2023,Wednesday,3,Health,#Health,Positive,0.515,English,Web,Android,11,3,2,185,0,2155
TW100675,2023-08-06,Aug 2023,Sunday,20,Music,#Spotify,Neutral,0.064,Hindi,Desktop,Android,7,1,1,129,0,1804
TW100676,2023-09-07,Sep 2023,Thursday,20,Food,#Food,Positive,0.828,English,Mobile,Android,61,7,3,811,0,870
TW100677,2023-04-14,Apr 2023,Friday,8,Health,#Covid,Positive,0.26,Spanish,Mobile,Twitter Web,53,19,3,72,0,471
TW100678,2023-01-07,Jan 2023,Saturday,21,Movies,#Oscars,Positive,0.358,Hindi,Mobile,iPhone,43,13,2,502,0,670
TW100679,2023-04-01,Apr 2023,Saturday,21,Sports,#NBA,Negative,-0.542,Hindi,Mobile,iPhone,15,2,2,110,0,1402
TW100680,2023-02-17,Feb 2023,Friday,12,Movies,#Cinema,Positive,0.438,Hindi,Web,iPhone,89,9,8,478,1,1501
TW100681,2023-11-10,Nov 2023,Friday,15,Fashion,#Trends,Negative,-0.347,French,Desktop,iPhone,36,6,3,175,0,160
TW100682,2023-11-30,Nov 2023,Thursday,15,Economy,#Bitcoin,Positive,0.355,English,Web,Twitter Web,7,1,1,1092,0,1962
TW100683,2023-01-31,Jan 2023,Tuesday,18,Food,#Cooking,Negative,-0.767,English,API,iPhone,32,7,4,305,0,331
TW100684,2023-03-13,Mar 2023,Monday,23,Health,#Health,Positive,0.201,English,Desktop,TweetDeck,192,69,20,261,0,10
TW100685,2023-08-26,Aug 2023,Saturday,6,Sports,#Olympics,Positive,0.518,English,Mobile,Android,2,0,0,520,0,76
TW100686,2023-09-08,Sep 2023,Friday,11,Economy,#Inflation,Positive,0.629,Portuguese,API,Android,149,22,8,171,0,759
TW100687,2023-07-28,Jul 2023,Friday,21,Politics,#Vote,Negative,-0.155,English,Mobile,Twitter Web,22,4,2,471,0,617
TW100688,2023-01-02,Jan 2023,Monday,13,Food,#Cooking,Neutral,0.021,English,Web,Buffer,2,0,0,10,0,34
TW100689,2023-06-13,Jun 2023,Tuesday,2,Sports,#Olympics,Positive,0.204,English,Mobile,iPhone,7,0,1,1544,0,371
TW100690,2023-12-19,Dec 2023,Tuesday,11,Politics,#Democracy,Positive,0.695,English,Mobile,Twitter Web,106,37,17,143,0,578
TW100691,2023-07-06,Jul 2023,Thursday,2,Entertainment,#Bollywood,Negative,-0.773,French,Mobile,iPhone,34,6,6,85,0,320
TW100692,2023-06-20,Jun 2023,Tuesday,5,Economy,#Finance,Positive,0.501,English,Mobile,iPhone,35,8,7,539,0,505
TW100693,2023-05-29,May 2023,Monday,17,Health,#Fitness,Positive,0.797,English,Mobile,iPhone,74,11,4,530,0,279
TW100694,2023-02-14,Feb 2023,Tuesday,20,Health,#Covid,Negative,-0.829,French,Mobile,Buffer,59,18,14,640,0,636
TW100695,2023-06-12,Jun 2023,Monday,22,Music,#Spotify,Negative,-0.402,Hindi,Desktop,iPhone,14,2,2,55,0,1613
TW100696,2023-06-27,Jun 2023,Tuesday,6,Economy,#Stock,Positive,0.578,English,Mobile,Android,7,1,1,762,0,759
TW100697,2023-06-25,Jun 2023,Sunday,3,Technology,#Tech,Positive,0.46,Hindi,Desktop,Android,116,43,27,159,0,40
TW100698,2023-02-13,Feb 2023,Monday,1,Economy,#Stock,Positive,0.482,Hindi,Mobile,Twitter Web,36,11,6,276,1,71
TW100699,2023-04-05,Apr 2023,Wednesday,23,Health,#Covid,Negative,-0.655,English,Mobile,TweetDeck,24,5,2,176,1,577
TW100700,2023-01-03,Jan 2023,Tuesday,13,Politics,#Government,Neutral,0.06,English,Web,Android,24,8,2,628,0,10
TW100701,2023-06-01,Jun 2023,Thursday,6,Technology,#ChatGPT,Neutral,0.047,English,Mobile,Twitter Web,8,1,1,9,0,1267
TW100702,2023-09-18,Sep 2023,Monday,4,Movies,#Cinema,Negative,-0.577,Portuguese,Desktop,iPhone,6,0,0,689,0,927
TW100703,2023-11-25,Nov 2023,Saturday,12,Health,#Wellness,Negative,-0.287,Hindi,Mobile,iPhone,57,17,5,582,1,1841
TW100704,2023-08-15,Aug 2023,Tuesday,22,Politics,#Democracy,Positive,0.933,Spanish,Mobile,iPhone,13,5,1,428,0,1070
TW100705,2023-01-08,Jan 2023,Sunday,7,Politics,#Vote,Positive,0.518,Portuguese,Mobile,Twitter Web,20,3,2,789,0,35
TW100706,2023-07-28,Jul 2023,Friday,16,Food,#Cooking,Negative,-0.548,English,Web,Buffer,23,7,1,118,0,1439
TW100707,2023-09-22,Sep 2023,Friday,13,Politics,#Policy,Positive,0.218,Hindi,Desktop,Twitter Web,26,9,5,111,0,560
TW100708,2023-08-22,Aug 2023,Tuesday,11,Sports,#Football,Negative,-0.373,Portuguese,Mobile,iPhone,52,9,10,1574,0,696
TW100709,2023-04-06,Apr 2023,Thursday,15,Movies,#Cinema,Positive,0.794,Spanish,Web,iPhone,34,11,4,384,0,286
TW100710,2023-04-16,Apr 2023,Sunday,9,Food,#Cooking,Positive,0.468,English,Mobile,Twitter Web,22,2,5,773,0,122
